age,two_year_recid,c_charge_degree,race,sex,priors_count,length_of_stay,score
51,1,F,African-American,Male,12,151,0
45,0,F,Other,Male,2,0,1
26,1,M,African-American,Male,3,1,1
57,0,F,Other,Female,4,257,1
49,0,F,Other,Male,4,5,1
38,1,F,Other,Male,2,9,1
21,1,F,Other,Female,0,0,1
75,0,F,African-American,Female,5,1,1
48,0,M,Other,Male,0,0,1
43,1,F,African-American,Male,0,1,1
21,0,F,African-American,Male,0,46,1
38,0,F,Other,Male,2,8,1
38,1,M,Other,Male,1,0,1
46,0,F,Other,Female,1,25,1
21,1,M,Other,Male,0,9,0
25,1,F,Other,Male,5,101,1
23,0,M,Other,Male,6,34,0
40,0,F,African-American,Male,3,1,1
38,0,F,Other,Female,0,0,1
30,0,M,African-American,Male,0,0,1
59,0,M,Other,Male,0,0,1
36,1,F,Other,Male,0,37,0
23,0,M,Other,Male,0,0,1
24,1,F,African-American,Male,1,0,1
47,0,M,Other,Male,0,2,1
29,1,F,African-American,Male,7,4,1
20,1,F,Other,Male,0,22,0
52,1,M,African-American,Male,9,38,0
23,1,F,African-American,Male,0,14,0
24,1,F,African-American,Male,4,1,1
53,1,F,African-American,Female,10,4,1
29,0,M,Other,Male,0,0,1
45,1,F,African-American,Male,8,0,1
32,1,F,Other,Male,5,65,1
25,0,F,African-American,Male,0,1,1
52,1,M,African-American,Male,6,1,1
28,0,F,African-American,Male,7,1,0
46,0,M,Other,Male,5,12,1
72,0,F,Other,Male,3,4,1
25,1,F,African-American,Male,3,5,1
31,1,F,Other,Female,0,0,1
27,1,M,African-American,Male,2,7,1
25,1,M,African-American,Male,1,0,1
24,0,F,African-American,Male,1,33,1
35,1,F,Other,Male,4,1,1
56,0,M,Other,Male,1,2,1
35,1,M,Other,Male,2,34,1
25,1,F,African-American,Male,6,0,1
23,1,F,African-American,Male,6,1,0
41,0,F,African-American,Male,2,14,1
53,0,F,African-American,Female,0,0,1
19,1,F,African-American,Male,0,0,1
26,1,M,Other,Female,4,1,1
29,1,F,African-American,Female,9,14,1
24,1,F,Other,Female,2,1,1
44,1,M,Other,Male,0,2,1
47,0,M,African-American,Male,1,1,1
38,1,F,Other,Female,20,1,0
38,0,F,African-American,Male,14,56,1
41,0,M,African-American,Female,5,0,1
25,1,M,Other,Male,0,1,1
25,1,M,African-American,Male,0,1,1
31,0,F,African-American,Female,14,1,0
29,1,F,African-American,Male,6,0,1
23,0,M,African-American,Female,6,17,1
29,0,F,African-American,Female,0,0,1
36,0,F,Other,Male,1,0,1
21,0,F,African-American,Male,0,1,0
22,1,F,Other,Male,0,2,1
45,1,M,Other,Male,0,3,1
32,1,M,Other,Male,4,1,1
54,0,M,Other,Male,0,-1,1
27,0,F,African-American,Male,2,83,1
22,0,F,African-American,Female,1,13,1
55,1,M,African-American,Male,10,4,1
24,0,F,Other,Male,0,0,1
30,1,F,African-American,Female,8,1,0
25,0,M,Other,Female,0,1,1
38,1,M,Other,Male,5,0,1
43,0,F,African-American,Male,2,0,1
49,1,M,African-American,Male,0,4,1
21,1,F,Other,Male,3,0,1
26,1,F,Other,Male,5,35,1
41,0,F,Other,Male,1,62,1
27,1,F,African-American,Male,10,1,0
35,1,F,African-American,Female,7,2,1
39,0,M,Other,Male,1,3,1
23,1,F,African-American,Male,5,1,0
47,0,M,Other,Female,0,1,1
22,0,F,Other,Female,1,1,1
25,0,F,Other,Female,0,0,1
27,0,F,African-American,Male,0,1,1
50,1,F,Other,Male,3,33,0
34,0,F,African-American,Male,22,1,0
27,1,F,Other,Male,6,1,1
39,1,F,Other,Male,2,1,1
37,0,F,Other,Male,0,0,1
45,1,F,Other,Female,6,1,1
26,0,M,African-American,Male,2,0,1
25,0,M,Other,Male,0,3,1
44,0,M,Other,Male,16,81,1
26,1,F,African-American,Male,20,29,0
27,0,M,African-American,Male,0,1,1
24,0,F,African-American,Male,1,0,1
34,1,F,African-American,Male,6,13,0
21,1,F,Other,Male,0,1,0
49,0,M,Other,Male,4,4,0
24,0,F,African-American,Female,0,1,1
24,0,M,Other,Male,1,1,1
47,0,M,Other,Female,0,0,1
69,0,F,Other,Male,0,0,1
34,0,M,Other,Male,2,1,1
25,0,F,Other,Male,2,-1,1
23,0,M,Other,Male,3,1,1
27,0,F,Other,Male,0,0,1
58,0,F,African-American,Female,4,1,1
41,0,F,African-American,Male,0,0,1
36,1,M,Other,Male,0,1,1
46,0,F,African-American,Male,9,5,1
39,0,F,Other,Male,6,26,1
46,0,M,Other,Male,0,0,1
22,1,M,Other,Male,1,5,0
37,0,M,African-American,Male,0,0,1
32,0,F,Other,Male,1,0,1
25,1,F,Other,Male,1,68,1
25,1,M,African-American,Male,2,0,1
57,0,F,Other,Male,1,0,1
31,0,F,African-American,Male,0,2,1
25,0,F,Other,Male,0,0,1
60,1,F,African-American,Male,19,39,0
30,0,M,Other,Female,0,1,1
27,1,F,Other,Male,0,0,1
22,1,F,African-American,Male,2,1,1
50,0,M,Other,Female,0,1,1
32,0,M,Other,Male,6,0,1
27,1,F,African-American,Male,4,34,0
20,0,F,Other,Female,1,2,1
27,0,F,African-American,Female,1,44,1
20,1,F,African-American,Male,2,16,1
63,0,M,Other,Male,0,0,1
20,1,F,Other,Female,0,0,0
40,1,M,African-American,Male,11,0,1
21,0,M,Other,Male,0,4,1
53,0,F,Other,Male,2,40,1
25,1,M,African-American,Male,5,3,0
29,0,F,Other,Male,1,14,1
27,1,F,Other,Male,7,0,0
36,1,M,Other,Male,11,2,1
25,1,F,African-American,Male,13,36,0
37,0,M,African-American,Male,3,80,1
21,1,F,Other,Male,0,28,1
25,1,M,African-American,Female,0,1,1
40,1,M,Other,Male,0,0,1
39,0,M,African-American,Male,1,4,1
33,1,F,Other,Male,4,2,1
45,1,M,African-American,Male,12,3,0
44,1,M,African-American,Male,8,9,0
23,0,F,African-American,Male,2,237,1
33,1,F,African-American,Male,10,2,0
23,1,F,African-American,Female,3,5,0
21,1,F,African-American,Male,0,0,1
29,0,F,African-American,Male,7,1,0
24,0,F,Other,Male,0,2,1
25,0,F,Other,Male,2,2,1
28,0,M,Other,Female,0,0,1
23,1,M,African-American,Male,0,0,1
26,0,M,African-American,Female,1,1,1
38,0,F,Other,Male,1,4,1
41,0,F,African-American,Female,0,0,1
36,0,F,African-American,Male,5,11,1
36,0,M,Other,Female,1,1,1
25,0,F,Other,Male,2,9,1
24,1,F,African-American,Male,11,51,0
38,0,M,African-American,Male,8,15,1
24,1,F,African-American,Male,2,0,1
49,0,F,Other,Female,0,-1,1
24,0,F,Other,Female,0,0,1
28,1,F,Other,Male,1,1,1
21,1,F,African-American,Male,2,140,0
47,0,M,African-American,Female,0,0,1
27,0,F,African-American,Male,2,3,1
25,1,F,Other,Male,7,43,0
29,0,F,African-American,Male,7,1,1
23,1,F,Other,Male,0,7,1
51,0,M,Other,Female,1,1,1
40,1,F,African-American,Male,0,4,0
36,0,F,African-American,Male,0,0,1
28,1,F,African-American,Male,1,0,1
59,0,M,Other,Male,1,0,1
41,0,M,African-American,Male,0,0,1
29,1,F,Other,Male,1,0,1
28,0,M,Other,Male,11,0,1
52,0,F,Other,Male,3,13,1
29,0,F,African-American,Male,0,1,1
25,0,F,Other,Female,2,181,0
49,0,F,African-American,Female,1,0,1
39,0,F,Other,Female,0,1,1
33,0,M,Other,Male,10,1,1
24,0,F,Other,Male,0,0,1
33,0,F,Other,Male,1,0,1
23,1,F,African-American,Male,2,22,1
23,1,F,African-American,Male,2,1,1
24,1,F,African-American,Male,1,6,1
39,0,M,Other,Male,0,1,1
39,0,F,African-American,Male,0,18,1
25,1,F,African-American,Male,4,86,0
27,1,F,African-American,Male,15,30,0
29,0,F,African-American,Female,0,1,0
34,0,M,African-American,Male,4,0,1
22,1,F,African-American,Male,0,0,1
38,0,M,Other,Female,2,0,1
34,0,M,African-American,Male,5,0,1
29,1,F,African-American,Male,6,22,1
34,1,F,African-American,Male,4,0,1
30,1,F,African-American,Male,6,1,1
21,0,F,Other,Male,0,4,1
51,1,M,African-American,Male,8,3,1
47,1,F,Other,Male,2,1,1
20,1,F,African-American,Male,2,129,0
22,0,F,African-American,Male,0,1,1
44,0,F,Other,Male,0,11,1
26,1,M,Other,Male,0,5,1
24,1,M,Other,Male,1,1,1
24,0,F,African-American,Male,0,0,1
25,0,F,Other,Male,4,183,1
46,0,F,African-American,Male,0,0,1
36,1,F,African-American,Male,14,0,1
21,1,F,African-American,Male,1,456,0
36,0,F,African-American,Male,0,0,1
25,0,F,Other,Male,0,0,1
29,0,M,Other,Male,0,1,1
24,0,M,African-American,Male,0,1,1
32,1,F,African-American,Male,11,1,1
43,0,F,Other,Male,5,0,1
32,0,F,African-American,Male,3,0,1
27,1,M,African-American,Female,0,3,1
47,0,F,African-American,Male,1,1,1
51,1,F,African-American,Male,17,0,0
30,1,F,African-American,Male,12,9,0
42,0,M,African-American,Male,0,-1,1
41,1,F,Other,Male,4,0,1
21,1,F,Other,Male,1,48,1
24,1,F,Other,Male,5,5,1
23,0,M,African-American,Female,0,2,1
50,0,M,African-American,Male,0,0,1
50,1,F,Other,Male,0,35,1
29,1,F,African-American,Male,9,1,1
30,1,F,African-American,Male,11,1,1
43,1,M,African-American,Male,4,0,1
23,1,F,African-American,Female,0,0,1
44,0,F,African-American,Male,1,1,1
28,1,M,Other,Male,6,1,1
22,0,M,African-American,Male,1,1,1
23,0,F,Other,Female,0,0,1
20,0,F,African-American,Male,0,0,1
25,0,F,Other,Male,0,2,1
28,0,F,Other,Male,1,0,1
33,0,F,African-American,Female,1,0,1
47,1,M,Other,Male,0,3,1
28,0,F,Other,Male,2,3,0
40,0,F,Other,Male,1,21,1
30,1,M,African-American,Female,0,0,1
27,1,F,African-American,Male,11,223,0
40,0,M,Other,Female,2,3,1
28,1,F,African-American,Male,13,1,0
24,1,F,African-American,Male,4,3,1
41,0,M,Other,Male,1,113,1
47,1,F,Other,Male,2,2,1
31,1,M,African-American,Male,9,27,0
43,0,M,Other,Male,0,0,1
41,1,F,Other,Male,31,242,0
28,0,M,African-American,Male,0,5,1
27,0,M,African-American,Male,1,0,1
25,0,F,Other,Male,0,0,1
22,1,F,African-American,Male,2,1,1
32,1,F,African-American,Male,7,0,0
29,0,M,Other,Male,1,0,1
50,1,M,Other,Female,1,0,1
52,1,F,African-American,Male,2,33,0
23,0,F,Other,Male,2,0,1
25,0,F,Other,Male,4,1,1
23,0,F,African-American,Female,1,0,1
32,0,F,Other,Male,1,1,1
41,0,F,African-American,Male,19,220,0
23,1,F,African-American,Male,1,15,0
40,0,F,African-American,Male,15,54,0
37,0,M,African-American,Female,0,0,1
56,0,F,African-American,Male,4,16,1
28,1,M,African-American,Male,6,1,0
28,1,M,African-American,Male,10,1,1
52,0,M,Other,Female,0,0,1
30,1,F,African-American,Male,2,0,0
26,1,F,Other,Male,5,1,1
26,0,M,Other,Male,0,0,1
27,0,F,Other,Male,1,1,1
44,0,F,African-American,Female,0,0,1
45,0,F,African-American,Male,6,1,1
21,0,F,Other,Male,0,1,1
34,0,F,Other,Male,0,2,1
29,0,M,Other,Male,0,-1,1
28,1,F,Other,Male,3,37,1
29,0,M,Other,Male,2,1,1
22,1,F,Other,Male,0,0,1
31,1,F,African-American,Male,9,0,0
24,0,M,Other,Female,0,0,1
22,1,M,African-American,Male,0,0,1
43,0,F,Other,Male,1,1,1
24,1,F,African-American,Male,1,1,1
30,0,M,African-American,Female,0,-1,1
29,1,F,Other,Male,14,0,0
56,0,M,Other,Female,0,0,1
49,0,M,Other,Male,0,1,1
21,1,F,Other,Male,0,0,1
32,1,F,African-American,Male,19,14,0
36,1,M,African-American,Male,25,0,0
24,0,F,African-American,Female,0,0,1
27,1,F,Other,Female,2,0,1
27,1,F,African-American,Male,6,34,0
35,0,M,African-American,Male,0,1,1
30,1,F,African-American,Male,5,1,1
49,1,F,Other,Male,7,12,1
26,0,M,African-American,Female,0,1,1
34,1,M,African-American,Male,0,29,1
58,0,F,Other,Male,1,1,1
45,1,M,Other,Male,8,71,1
41,1,M,African-American,Male,4,-1,1
35,1,M,African-American,Male,8,62,1
24,0,M,African-American,Male,1,0,1
44,0,M,Other,Male,4,1,1
19,1,F,African-American,Male,1,1,1
21,0,M,African-American,Male,0,1,1
32,1,F,Other,Female,2,0,1
30,1,F,Other,Male,3,12,1
24,1,F,African-American,Male,1,0,1
28,0,F,Other,Male,4,190,1
29,1,F,African-American,Male,2,1,1
47,0,M,Other,Male,3,3,1
28,1,F,Other,Male,9,8,0
26,0,F,Other,Male,2,3,1
53,0,F,African-American,Male,6,0,1
39,1,F,Other,Female,4,1,1
21,0,M,Other,Male,1,0,1
39,0,M,Other,Male,0,1,1
57,0,M,African-American,Male,27,9,0
62,0,M,Other,Male,0,1,1
60,1,F,African-American,Male,13,2,1
45,1,F,African-American,Male,13,0,1
33,1,F,African-American,Female,5,0,0
30,1,F,African-American,Male,6,0,1
50,1,F,Other,Male,2,9,1
31,0,F,Other,Female,14,0,0
58,0,M,Other,Male,1,0,1
43,0,M,African-American,Male,8,1,1
22,0,M,Other,Male,0,1,1
36,0,F,African-American,Female,0,12,1
21,0,M,Other,Female,0,0,1
55,1,F,Other,Male,1,33,1
44,0,F,African-American,Male,0,2,1
32,1,M,Other,Male,0,0,1
30,0,F,Other,Male,0,1,1
24,0,M,African-American,Male,0,1,1
32,0,F,African-American,Male,7,5,1
29,1,M,Other,Female,2,-1,1
36,1,M,African-American,Male,0,1,1
25,1,F,African-American,Male,5,54,0
33,1,M,Other,Female,0,0,1
20,0,F,Other,Male,0,0,1
35,0,M,Other,Female,4,1,1
21,0,F,African-American,Female,0,0,1
26,1,F,Other,Male,9,0,1
49,0,M,African-American,Male,1,1,1
46,1,F,Other,Male,14,0,1
23,1,M,African-American,Male,0,1,1
47,0,F,Other,Male,2,0,1
56,0,F,African-American,Female,1,1,1
50,1,F,Other,Female,1,1,1
27,0,F,African-American,Male,2,20,1
25,1,F,Other,Male,13,5,1
22,1,F,Other,Female,3,2,0
32,1,F,African-American,Male,8,2,0
22,1,F,African-American,Male,1,1,1
51,1,F,African-American,Male,22,34,0
22,1,F,African-American,Male,8,39,1
53,0,F,Other,Male,1,0,1
24,0,F,Other,Male,0,2,0
40,0,M,Other,Male,3,40,1
21,0,F,Other,Male,2,0,1
20,1,F,African-American,Male,4,1,0
25,1,F,Other,Male,9,87,0
39,0,F,African-American,Male,2,0,1
63,0,F,Other,Male,0,0,1
50,0,M,Other,Male,0,1,1
39,0,F,African-American,Female,6,0,1
33,0,M,African-American,Male,2,1,1
23,1,M,African-American,Male,3,4,1
33,0,F,African-American,Female,5,186,1
19,1,F,African-American,Male,3,30,1
37,0,F,African-American,Male,5,0,1
21,1,F,Other,Male,0,6,1
33,0,F,Other,Male,0,1,1
34,0,M,Other,Male,0,76,1
31,0,F,Other,Female,1,0,1
58,0,M,Other,Female,1,-1,1
28,0,F,African-American,Male,5,51,0
54,0,M,Other,Male,0,0,1
35,0,F,African-American,Male,0,1,0
54,0,M,Other,Male,0,-1,1
22,1,F,Other,Male,6,0,0
26,0,M,Other,Male,1,1,1
47,1,M,African-American,Male,0,0,1
38,0,F,African-American,Male,3,1,1
31,1,F,Other,Male,1,36,1
27,0,F,Other,Male,1,1,1
24,1,M,African-American,Male,2,0,1
26,1,M,African-American,Male,0,0,1
19,1,F,African-American,Male,3,0,0
38,1,F,Other,Male,2,47,1
31,0,M,African-American,Female,2,2,1
28,0,F,African-American,Male,11,26,0
36,0,F,African-American,Male,0,1,0
21,1,M,Other,Male,1,0,1
40,0,M,African-American,Male,1,1,1
46,1,F,African-American,Male,0,0,1
54,1,F,African-American,Male,3,2,1
27,1,M,African-American,Male,5,64,1
24,0,M,Other,Male,2,0,1
20,0,F,African-American,Male,0,-1,1
30,0,F,Other,Male,2,0,1
22,1,F,African-American,Male,1,0,0
26,0,F,Other,Male,1,5,1
52,1,M,Other,Male,4,1,1
30,0,F,African-American,Female,3,0,1
25,1,F,Other,Male,2,0,1
50,0,M,Other,Male,0,0,1
33,0,F,Other,Male,0,1,1
37,0,F,African-American,Male,2,0,1
27,1,F,African-American,Male,4,0,1
31,0,F,African-American,Male,5,6,1
52,0,F,Other,Male,1,0,1
38,0,F,Other,Male,0,1,1
32,1,F,African-American,Male,0,17,1
46,0,F,Other,Male,0,0,1
26,1,M,African-American,Male,27,10,0
51,1,F,Other,Male,1,1,1
44,0,F,Other,Male,2,1,1
21,0,M,African-American,Male,0,1,1
34,0,F,Other,Male,0,0,1
24,1,F,African-American,Female,3,1,0
27,1,M,Other,Female,0,-1,1
21,1,F,African-American,Male,1,59,0
51,1,F,African-American,Male,0,1,1
23,1,F,African-American,Male,5,1,1
60,0,F,African-American,Male,2,0,1
39,1,F,Other,Male,0,0,1
21,1,M,African-American,Male,1,1,1
26,0,F,African-American,Male,1,0,1
25,0,M,African-American,Male,0,0,1
62,0,M,African-American,Male,0,0,1
54,0,F,Other,Male,1,0,1
21,0,F,African-American,Male,1,0,0
45,0,M,Other,Male,1,26,1
23,0,M,Other,Male,0,2,1
21,0,F,Other,Male,0,0,1
40,0,F,African-American,Male,1,1,1
51,0,F,Other,Male,1,17,1
49,0,F,African-American,Male,1,24,1
39,1,F,Other,Male,0,2,1
31,0,F,African-American,Male,6,41,1
42,0,M,Other,Female,0,1,1
27,0,M,African-American,Male,0,1,1
61,0,F,Other,Male,4,118,1
30,0,M,Other,Female,0,0,0
27,0,F,African-American,Male,2,1,1
23,1,F,Other,Male,1,1,1
29,0,F,Other,Male,4,0,0
51,0,F,Other,Male,0,35,1
20,0,M,Other,Male,0,0,1
34,0,M,Other,Male,0,0,1
33,0,F,Other,Female,2,0,1
61,0,F,African-American,Male,25,1,1
38,1,F,African-American,Female,3,0,1
39,1,F,African-American,Female,0,57,1
31,1,M,African-American,Male,6,0,0
56,1,M,Other,Female,2,49,1
22,1,F,Other,Male,0,6,1
29,0,M,African-American,Male,1,0,1
27,0,F,African-American,Male,7,4,1
20,1,F,African-American,Male,1,0,1
32,1,M,Other,Male,2,0,1
69,0,F,Other,Female,5,1,1
51,0,F,African-American,Male,3,1,1
45,0,F,Other,Male,0,37,1
54,0,M,Other,Female,0,29,1
40,0,F,Other,Male,4,1,1
33,1,F,African-American,Male,1,0,1
37,1,F,Other,Male,11,0,0
43,0,F,African-American,Male,23,102,1
26,0,M,Other,Male,0,1,1
37,0,F,African-American,Male,4,1,1
34,1,F,African-American,Male,0,241,1
30,0,F,African-American,Male,2,16,1
37,0,F,Other,Male,0,19,1
56,0,F,African-American,Male,1,0,1
23,0,F,African-American,Male,0,0,1
26,0,M,African-American,Female,1,0,1
23,1,F,African-American,Male,2,2,1
46,0,M,Other,Male,0,0,1
30,1,F,Other,Male,22,3,1
23,1,M,Other,Male,2,19,1
40,1,F,African-American,Male,15,72,0
36,0,F,Other,Male,1,0,1
23,1,F,African-American,Male,6,135,0
48,0,M,Other,Male,0,9,1
48,0,F,Other,Male,0,27,1
49,0,F,African-American,Male,13,0,1
26,0,M,African-American,Female,0,1,1
58,0,M,Other,Male,10,0,1
28,1,F,Other,Male,3,1,1
37,0,F,African-American,Male,14,1,0
26,0,F,Other,Male,0,0,1
30,0,F,African-American,Male,0,2,1
39,0,F,Other,Male,0,-1,1
34,0,F,African-American,Male,0,1,0
31,1,F,African-American,Male,6,1,0
26,0,F,Other,Female,0,0,1
31,1,F,African-American,Male,4,4,1
27,1,F,African-American,Male,9,0,1
62,0,F,Other,Male,0,2,1
29,1,M,Other,Male,0,5,1
27,0,M,Other,Male,0,0,1
32,1,F,African-American,Male,4,414,1
40,0,F,Other,Male,5,0,1
29,0,F,Other,Male,2,22,1
39,0,F,Other,Female,2,6,1
51,1,F,Other,Male,6,2,1
59,0,M,Other,Female,0,0,1
31,1,F,African-American,Male,16,52,0
34,0,F,Other,Male,5,1,1
38,0,M,African-American,Male,1,8,1
26,0,M,African-American,Male,0,0,1
26,1,F,African-American,Male,8,1,0
25,0,M,African-American,Male,6,32,1
56,1,F,African-American,Female,1,0,1
52,0,M,African-American,Male,1,9,1
24,0,F,African-American,Male,0,0,1
23,0,M,Other,Female,0,1,1
21,0,F,African-American,Male,0,2,1
22,1,F,African-American,Male,2,1,1
22,0,F,Other,Male,0,1,1
27,1,F,African-American,Male,8,1,1
40,0,F,Other,Male,0,0,1
23,1,F,African-American,Male,0,0,1
22,1,M,Other,Female,2,2,1
24,1,M,African-American,Male,0,1,1
46,0,M,African-American,Male,12,2,1
23,1,F,African-American,Male,2,1,0
46,0,F,Other,Male,0,0,1
48,0,M,Other,Female,1,0,1
34,0,F,African-American,Male,5,4,1
33,1,M,African-American,Male,5,1,0
57,1,F,African-American,Male,1,25,1
28,1,F,African-American,Male,2,1,1
24,1,F,African-American,Male,7,199,0
68,0,M,Other,Male,0,3,1
21,0,M,Other,Male,0,0,1
44,0,M,Other,Female,1,4,1
27,0,F,Other,Male,5,0,1
32,1,M,Other,Female,8,7,1
56,0,M,Other,Male,3,0,1
41,0,F,Other,Female,2,15,1
53,1,F,Other,Male,3,197,1
35,0,M,African-American,Male,4,29,1
33,1,F,African-American,Female,2,2,1
26,1,F,African-American,Male,3,0,1
35,0,M,African-American,Male,3,11,1
34,0,M,Other,Male,1,0,1
24,1,F,Other,Male,3,1,1
45,0,F,African-American,Female,0,0,1
32,1,M,Other,Male,2,5,1
39,0,F,Other,Male,0,1,1
56,1,M,Other,Male,0,-1,1
33,1,F,Other,Male,6,152,1
22,0,F,African-American,Male,3,33,0
23,0,M,Other,Male,0,1,1
26,1,M,Other,Male,3,0,1
33,0,M,Other,Female,0,0,1
29,1,M,Other,Male,0,0,1
32,0,F,Other,Male,3,0,1
43,1,M,African-American,Male,6,0,0
21,0,F,African-American,Male,1,8,0
29,1,M,Other,Female,1,2,1
50,0,F,Other,Male,0,2,1
33,0,F,African-American,Male,0,40,1
43,0,F,African-American,Male,20,1,0
31,1,F,Other,Female,9,26,1
37,1,M,African-American,Male,8,1,1
36,0,F,African-American,Male,6,84,1
46,0,M,Other,Male,1,1,1
23,0,F,Other,Male,0,1,1
22,0,F,African-American,Male,0,0,1
59,1,M,Other,Male,2,6,1
33,0,M,African-American,Male,0,0,1
34,1,M,African-American,Male,2,23,1
26,1,F,Other,Female,2,33,1
45,0,F,Other,Male,0,1,1
33,0,F,Other,Male,0,5,1
28,0,M,African-American,Male,2,2,1
21,0,F,African-American,Male,0,1,1
25,1,M,African-American,Male,8,0,0
32,1,F,African-American,Male,4,1,1
45,0,M,African-American,Male,0,1,1
32,0,F,African-American,Female,11,0,1
22,1,F,African-American,Male,0,0,1
61,1,F,Other,Male,1,4,1
35,0,F,African-American,Female,2,14,1
51,0,F,African-American,Male,2,24,1
27,1,F,African-American,Male,8,25,1
53,0,M,Other,Male,1,1,1
27,1,M,African-American,Male,3,6,1
22,0,M,African-American,Male,0,0,1
30,0,F,African-American,Male,14,5,1
29,0,F,African-American,Female,1,179,1
21,0,F,Other,Male,0,2,1
45,1,F,Other,Male,20,2,1
37,0,F,Other,Male,11,1,1
22,0,F,Other,Male,0,16,0
28,0,F,Other,Female,1,0,1
25,1,F,African-American,Female,2,0,0
46,1,F,African-American,Male,2,64,1
25,0,F,Other,Male,1,1,1
34,0,F,African-American,Male,5,0,1
27,0,M,African-American,Male,0,0,1
44,0,F,Other,Male,3,0,1
26,0,F,African-American,Male,2,7,1
38,0,F,Other,Female,0,25,1
26,1,F,Other,Male,1,0,1
41,0,F,Other,Male,5,1,1
24,1,F,African-American,Male,0,-1,1
36,0,F,Other,Female,0,1,1
51,0,M,African-American,Male,17,0,1
23,0,M,Other,Male,1,0,1
24,0,F,African-American,Male,5,-1,1
33,0,F,African-American,Male,4,7,1
24,0,F,Other,Male,0,6,1
23,0,F,African-American,Male,0,1,1
30,0,M,African-American,Male,1,0,1
23,0,M,Other,Male,0,1,0
39,1,F,Other,Male,17,35,1
43,1,M,Other,Male,1,0,1
52,0,F,African-American,Male,2,3,1
34,0,F,African-American,Female,6,52,1
40,1,F,Other,Male,4,15,1
26,0,F,Other,Male,5,0,1
23,0,F,African-American,Male,2,71,0
22,0,M,African-American,Male,0,2,1
58,1,M,Other,Male,2,0,1
35,0,F,African-American,Male,0,1,1
22,0,M,African-American,Male,0,53,0
37,0,F,Other,Male,0,0,1
24,0,F,African-American,Female,7,1,0
47,0,M,Other,Male,3,63,1
21,1,F,African-American,Male,0,1,1
61,1,F,African-American,Male,8,0,1
20,0,F,African-American,Male,0,3,1
21,0,F,African-American,Male,0,1,1
83,0,M,Other,Male,0,0,1
34,0,F,Other,Female,1,2,1
34,1,F,African-American,Male,5,0,1
29,0,M,Other,Male,0,1,1
45,0,M,Other,Male,0,1,1
30,1,F,Other,Female,0,2,1
31,0,M,Other,Male,1,117,1
21,1,F,African-American,Male,2,1,0
37,1,F,African-American,Male,10,0,1
50,1,F,Other,Male,0,0,1
41,0,M,Other,Male,1,0,1
41,1,M,Other,Female,9,0,1
21,1,F,African-American,Male,1,1,1
37,1,F,Other,Male,7,69,0
24,1,F,African-American,Male,3,1,1
26,0,F,African-American,Male,15,42,0
22,1,F,Other,Male,2,0,1
19,1,F,African-American,Male,1,-1,0
54,0,M,Other,Female,1,0,1
25,1,F,African-American,Male,5,49,1
20,1,F,African-American,Male,1,109,0
28,1,M,Other,Male,1,0,1
49,0,F,Other,Male,0,0,1
54,1,M,Other,Male,14,28,1
27,1,F,Other,Male,4,0,1
23,0,F,African-American,Male,2,0,1
58,1,M,Other,Male,2,83,1
22,0,F,African-American,Male,2,13,1
68,0,M,Other,Male,4,11,1
29,1,F,Other,Male,7,0,0
24,0,M,Other,Female,7,1,1
20,0,F,African-American,Male,0,0,1
61,0,M,Other,Male,0,-1,1
51,0,F,African-American,Male,19,13,0
24,0,M,Other,Female,1,0,1
50,1,M,Other,Female,30,3,1
27,1,F,African-American,Male,0,0,1
20,1,M,African-American,Male,0,11,0
23,0,F,African-American,Female,0,0,1
29,1,F,African-American,Male,5,1,1
28,0,M,Other,Male,0,0,1
31,0,M,Other,Female,0,0,1
32,0,M,African-American,Male,2,109,0
53,0,F,African-American,Male,4,1,1
31,0,M,Other,Male,2,0,1
21,1,F,Other,Male,4,0,0
29,0,F,African-American,Male,1,290,0
30,1,M,African-American,Female,15,1,0
39,1,F,African-American,Male,6,2,1
25,1,F,Other,Male,1,1,1
27,1,F,African-American,Female,3,2,1
31,0,M,African-American,Male,0,1,0
24,1,F,African-American,Male,3,-1,0
64,0,F,African-American,Male,20,2,1
23,0,M,Other,Male,0,0,1
60,1,F,Other,Female,0,1,1
26,1,F,African-American,Female,4,0,1
45,1,M,Other,Male,3,92,1
31,0,F,Other,Male,1,0,1
57,0,F,African-American,Male,19,1,1
55,1,F,African-American,Male,17,25,0
39,1,F,Other,Male,2,-1,1
20,0,F,Other,Female,0,0,1
35,0,F,African-American,Male,1,0,1
33,1,F,African-American,Male,7,0,1
63,1,M,Other,Male,0,3,1
29,1,F,African-American,Male,8,6,0
23,0,M,Other,Male,2,1,1
44,1,F,Other,Female,4,5,1
34,0,M,Other,Male,1,0,1
37,1,F,African-American,Male,2,0,1
31,1,F,Other,Male,9,470,1
29,0,F,Other,Male,0,13,1
21,0,F,African-American,Male,0,2,1
39,1,F,African-American,Female,22,3,0
40,0,F,Other,Male,1,0,1
43,0,M,Other,Female,0,29,1
39,0,M,Other,Male,0,3,1
40,0,F,Other,Male,1,1,1
35,1,M,African-American,Male,12,1,1
31,1,F,African-American,Male,7,77,1
23,0,M,African-American,Male,0,12,1
46,0,M,Other,Male,9,4,1
33,1,M,African-American,Male,4,1,1
41,0,M,African-American,Male,5,0,1
38,1,F,Other,Male,0,0,1
42,0,F,African-American,Male,1,1,1
27,1,F,African-American,Female,2,4,1
